ordinal,date,browser,browserVersion,browserSize,operatingSystem,operatingSystemVersion,isMobile,mobileDeviceBranding,mobileDeviceModel,mobileInputSelector,mobileDeviceInfo,mobileDeviceMarketingName,flashVersion,language,screenColors,screenResolution,deviceCategory,fullVisitorId,continent,subContinent,country,region,metro,city,cityId,networkDomain,latitude,longitude,networkLocation
3847,20171030,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,0536178714551237753,Asia,Eastern Asia,Japan,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
3848,20171025,Safari (in-app),not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,980687022084464329,Europe,Northern Europe,Norway,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3849,20180112,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6079238898550612202,Europe,Northern Europe,Denmark,not available in demo dataset,not available in demo dataset,not available in demo dataset,,dmjx.dk,,,not available in demo dataset
3850,20180114,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4638794457994083066,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
3851,20180208,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,8300441868980681847,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
3852,20170907,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,0496004523762999275,Americas,Northern America,United States,Texas,Austin TX,Austin,,(not set),,,not available in demo dataset
3853,20170925,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,146413332868946356,Oceania,Australasia,Australia,New South Wales,(not set),Sydney,,leoburnett.com.au,,,not available in demo dataset
3854,20180425,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8808600013848356699,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,kresanet.org,,,not available in demo dataset
3855,20180417,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,7791052656564765771,Africa,Northern Africa,Morocco,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
3856,20170912,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5932094837234577315,Americas,Northern America,United States,District of Columbia,Washington DC (Hagerstown MD),Washington,,unknown.unknown,,,not available in demo dataset
3857,20170921,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,1447245369632052083,Asia,Southeast Asia,Vietnam,not available in demo dataset,not available in demo dataset,not available in demo dataset,,viettel.vn,,,not available in demo dataset
3858,20180314,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,2669668697694875478,Europe,Northern Europe,United Kingdom,England,London,London,,as9105.com,,,not available in demo dataset
3859,20171205,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,7963332737840560974,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
3860,20171215,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8260923113013824917,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,,derytele.com,,,not available in demo dataset
3861,20170829,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,7470948218697505450,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Jose,,(not set),,,not available in demo dataset
3862,20180210,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,6471815468558947221,Asia,Western Asia,Turkey,Istanbul,(not set),Istanbul,,unknown.unknown,,,not available in demo dataset
3863,20170914,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8748383424461590097,Americas,Northern America,United States,Michigan,Detroit MI,Ann Arbor,,(not set),,,not available in demo dataset
3864,20171113,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,6963796836359903423,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3865,20171101,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1794425172643932581,Europe,Eastern Europe,Ukraine,not available in demo dataset,not available in demo dataset,not available in demo dataset,,ciklum.net,,,not available in demo dataset
3866,20171228,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3076821958330170783,Europe,Southern Europe,Portugal,Lisbon,(not set),Lisbon,,edp.pt,,,not available in demo dataset
3867,20171214,Chrome,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3053971607692949973,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,comcast.net,,,not available in demo dataset
3868,20180201,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8376158880703061566,Americas,Northern America,United States,New York,New York NY,New York,,(not set),,,not available in demo dataset
3869,20171027,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6780227802819369029,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,,videotron.ca,,,not available in demo dataset
3870,20180405,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,0057126188225993515,Americas,South America,Brazil,State of Sao Paulo,(not set),Sao Paulo,,(not set),,,not available in demo dataset
3871,20171216,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8665645999786574400,Europe,Southern Europe,Spain,Madrid,(not set),Madrid,,ucm.es,,,not available in demo dataset
3872,20170908,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1504636337390084424,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,wideopenwest.com,,,not available in demo dataset
3873,20171023,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4519875711817563525,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,,vsnl.net.in,,,not available in demo dataset
3874,20180119,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,7669254771862052929,Asia,Southern Asia,India,Karnataka,(not set),Bengaluru,,unknown.unknown,,,not available in demo dataset
3875,20171023,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9411270748852014771,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3876,20171111,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9242116907550263491,Americas,Northern America,Canada,Ontario,(not set),Toronto,,(not set),,,not available in demo dataset
3877,20171109,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5687840193106296116,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,apogeeetelecom.com,,,not available in demo dataset
3878,20180325,Samsung Internet,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,3714861797717809303,Asia,Southeast Asia,Indonesia,East Java,(not set),Surabaya,,unknown.unknown,,,not available in demo dataset
3879,20180213,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,0748459857108581790,Asia,Southeast Asia,Thailand,Bangkok,(not set),Bangkok,,(not set),,,not available in demo dataset
3880,20180412,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,7856572682457035954,Americas,Northern America,United States,(not set),(not set),(not set),,google.com,,,not available in demo dataset
3881,20171109,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6909587472182566478,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Sunnyvale,,(not set),,,not available in demo dataset
3882,20170817,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,3877298866971027501,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,rr.com,,,not available in demo dataset
3883,20180131,Internet Explorer,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,923241153529391272,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,lincolnelectric.com,,,not available in demo dataset
3884,20180403,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,442913191668149059,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Sunnyvale,,(not set),,,not available in demo dataset
3885,20171113,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,1015929914930677080,Europe,Western Europe,France,Ile-de-France,(not set),Paris,,unknown.unknown,,,not available in demo dataset
3886,20171210,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1282774365836949145,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,,(not set),,,not available in demo dataset
3887,20180406,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1520354602459272141,Europe,Southern Europe,Portugal,not available in demo dataset,not available in demo dataset,not available in demo dataset,,vodafone.pt,,,not available in demo dataset
3888,20180305,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,2384518288221207176,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
3889,20170815,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5379536547185180762,Asia,Southeast Asia,Thailand,not available in demo dataset,not available in demo dataset,not available in demo dataset,,totbb.net,,,not available in demo dataset
3890,20180307,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,113741919928679940,Americas,Central America,Mexico,Mexico City,(not set),Mexico City,,cablevision.net.mx,,,not available in demo dataset
3891,20170905,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4997695935431975136,Americas,Northern America,United States,Iowa,Sioux City IA,Sioux City,,morningside.edu,,,not available in demo dataset
3892,20171125,Firefox,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,0074978783565555846,Europe,Western Europe,Germany,not available in demo dataset,not available in demo dataset,not available in demo dataset,,t-ipconnect.de,,,not available in demo dataset
3893,20180401,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,977834792783158502,Asia,Eastern Asia,Taiwan,New Taipei City,(not set),(not set),,kbronet.com.tw,,,not available in demo dataset
3894,20170920,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,923465951606704793,Americas,Northern America,United States,New York,New York NY,New York,,(not set),,,not available in demo dataset
3895,20180212,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9206402795837806237,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
3896,20171206,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,91482371489215693,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,intel.com,,,not available in demo dataset
3897,20170814,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1146936393069685454,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
3898,20180216,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,0406130088417322997,Americas,Northern America,United States,Illinois,Chicago IL,Chicago,,qwest.net,,,not available in demo dataset
3899,20180207,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4475712877292988154,Asia,Southeast Asia,Philippines,not available in demo dataset,not available in demo dataset,not available in demo dataset,,pldt.net,,,not available in demo dataset
3900,20180204,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3456748336600851733,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3901,20171205,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,534072536710019551,Americas,South America,Brazil,State of Minas Gerais,(not set),Belo Horizonte,,gvt.net.br,,,not available in demo dataset
3902,20180408,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,068843308136631248,Americas,Northern America,United States,Illinois,Chicago IL,Chicago,,(not set),,,not available in demo dataset
3903,20171215,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,4239934463000149653,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3904,20171218,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8823040246474525772,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,uvm.edu,,,not available in demo dataset
3905,20171108,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,6261730366798405294,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3906,20171020,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,05767675020118817,Asia,Eastern Asia,Taiwan,Taoyuan County,(not set),Guishan District,,unknown.unknown,,,not available in demo dataset
3907,20180121,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,697533503836700715,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,afop.com,,,not available in demo dataset
3908,20180325,Opera Mini,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,7143892603001410735,Asia,Southern Asia,India,Karnataka,(not set),Bengaluru,,unknown.unknown,,,not available in demo dataset
3909,20180129,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5041575645165440030,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Jose,,(not set),,,not available in demo dataset
3910,20170818,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8549133738845908235,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3911,20180110,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3259515547770795623,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,uwb.edu,,,not available in demo dataset
3912,20180206,UC Browser,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,7940687979086794839,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
3913,20180110,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,4136428065027730893,Europe,Eastern Europe,Czechia,not available in demo dataset,not available in demo dataset,not available in demo dataset,,upcbroadband.cz,,,not available in demo dataset
3914,20180201,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,2704331621192807484,Americas,Northern America,United States,Illinois,Chicago IL,Chicago,,rcncustomer.com,,,not available in demo dataset
3915,20170925,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,2969460869770139627,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,bhn.net,,,not available in demo dataset
3916,20171014,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1131413521662649877,Asia,Western Asia,Turkey,Istanbul,(not set),Istanbul,,unknown.unknown,,,not available in demo dataset
3917,20180218,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,477236419625268297,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
